style,gate,sample,pair_pt,algorithm,family,status,keypoints_a,keypoints_b,raw_matches,inlier_matches,correct,wrong,precision,mean_error_px,median_error_px,visualization,message
timestamp,viewpoint,01,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/viewpoint/source_000123_20260514T144405909_NAS_PAN_L2b/pair_003819.pt,RootSIFT-r0.90-Ht2,classical,ok,1024,1024,256,256,254,2,0.992188,0.754306,0.540693,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/viewpoint/01/RootSIFT-r0.90-Ht2.png,raw matcher output; no geometric postprocessing
timestamp,viewpoint,01,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/viewpoint/source_000123_20260514T144405909_NAS_PAN_L2b/pair_003819.pt,ORB-cross-Ht3,classical,ok,1024,556,256,256,174,82,0.679688,57.931633,1.279564,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/viewpoint/01/ORB-cross-Ht3.png,raw matcher output; no geometric postprocessing
timestamp,viewpoint,01,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/viewpoint/source_000123_20260514T144405909_NAS_PAN_L2b/pair_003819.pt,AKAZE-cross-Ht3,classical,ok,279,82,64,64,51,13,0.796875,45.655037,0.831622,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/viewpoint/01/AKAZE-cross-Ht3.png,raw matcher output; no geometric postprocessing
timestamp,viewpoint,01,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/viewpoint/source_000123_20260514T144405909_NAS_PAN_L2b/pair_003819.pt,LightGlue-SIFT-Ht3,learned,ok,439,445,160,160,157,3,0.981250,0.855646,0.573621,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/viewpoint/01/LightGlue-SIFT-Ht3.png,raw matcher output; no geometric postprocessing
timestamp,viewpoint,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/viewpoint/source_000088_20260514T070226673_NAS_PAN_L2b/pair_004708.pt,PlanetaryFeatureMatch-current,pfm,ok,0,0,23,23,0,23,0.000000,144.207336,103.815651,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/pfm/timestamp/viewpoint/02/02_source_000088_20260514T070226673_NAS_PAN_L2b_pair_004708.png,state=base; score=learned; blend=1; margin=0.01; target_contrast=0
timestamp,viewpoint,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/viewpoint/source_000088_20260514T070226673_NAS_PAN_L2b/pair_004708.pt,SIFT-r0.80-Ht2,classical,ok,1024,1024,3,3,0,3,0.000000,200.718948,160.674561,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/viewpoint/02/SIFT-r0.80-Ht2.png,raw matcher output; no geometric postprocessing
timestamp,viewpoint,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/viewpoint/source_000088_20260514T070226673_NAS_PAN_L2b/pair_004708.pt,RootSIFT-r0.80-Ht2,classical,ok,1024,1024,1,1,0,1,0.000000,118.251244,118.251244,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/viewpoint/02/RootSIFT-r0.80-Ht2.png,raw matcher output; no geometric postprocessing
timestamp,viewpoint,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/viewpoint/source_000088_20260514T070226673_NAS_PAN_L2b/pair_004708.pt,RootSIFT-r0.90-Ht2,classical,ok,1024,1024,58,58,0,58,0.000000,307.258820,304.028137,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/viewpoint/02/RootSIFT-r0.90-Ht2.png,raw matcher output; no geometric postprocessing
timestamp,viewpoint,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/viewpoint/source_000088_20260514T070226673_NAS_PAN_L2b/pair_004708.pt,ORB-cross-Ht3,classical,ok,879,382,77,77,1,76,0.012987,170.858505,152.700272,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/viewpoint/02/ORB-cross-Ht3.png,raw matcher output; no geometric postprocessing
timestamp,viewpoint,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/viewpoint/source_000088_20260514T070226673_NAS_PAN_L2b/pair_004708.pt,AKAZE-cross-Ht3,classical,ok,409,12,6,6,0,6,0.000000,235.885391,186.705460,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/viewpoint/02/AKAZE-cross-Ht3.png,raw matcher output; no geometric postprocessing
timestamp,viewpoint,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/viewpoint/source_000088_20260514T070226673_NAS_PAN_L2b/pair_004708.pt,LightGlue-SIFT-Ht3,learned,ok,450,441,3,3,0,3,0.000000,178.954117,184.390533,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/viewpoint/02/LightGlue-SIFT-Ht3.png,raw matcher output; no geometric postprocessing
numeric,compound,01,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/numeric/compound/source_000201_72/pair_002049.pt,PlanetaryFeatureMatch-current,pfm,ok,0,0,84,84,7,77,0.083333,140.259354,115.818909,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/pfm/numeric/compound/01/01_source_000201_72_pair_002049.png,state=trained; score=learned; blend=4; margin=0.01; target_contrast=0
numeric,compound,01,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/numeric/compound/source_000201_72/pair_002049.pt,SIFT-r0.80-Ht2,classical,ok,1024,1025,106,106,83,23,0.783019,74.423813,1.141902,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/numeric/compound/01/SIFT-r0.80-Ht2.png,raw matcher output; no geometric postprocessing
numeric,compound,01,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/numeric/compound/source_000201_72/pair_002049.pt,RootSIFT-r0.80-Ht2,classical,ok,1024,1025,109,109,96,13,0.880734,32.248302,1.065487,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/numeric/compound/01/RootSIFT-r0.80-Ht2.png,raw matcher output; no geometric postprocessing
numeric,compound,01,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/numeric/compound/source_000201_72/pair_002049.pt,RootSIFT-r0.90-Ht2,classical,ok,1024,1025,256,256,183,73,0.714844,75.031891,1.378221,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/numeric/compound/01/RootSIFT-r0.90-Ht2.png,raw matcher output; no geometric postprocessing
numeric,compound,01,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/numeric/compound/source_000201_72/pair_002049.pt,ORB-cross-Ht3,classical,ok,1024,1024,256,256,143,113,0.558594,76.668747,3.447321,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/numeric/compound/01/ORB-cross-Ht3.png,raw matcher output; no geometric postprocessing
numeric,compound,01,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/numeric/compound/source_000201_72/pair_002049.pt,AKAZE-cross-Ht3,classical,ok,501,630,170,170,69,101,0.405882,112.907005,14.322921,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/numeric/compound/01/AKAZE-cross-Ht3.png,raw matcher output; no geometric postprocessing
numeric,compound,01,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/numeric/compound/source_000201_72/pair_002049.pt,LightGlue-SIFT-Ht3,learned,ok,446,453,92,92,88,4,0.956522,2.685814,0.922573,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/numeric/compound/01/LightGlue-SIFT-Ht3.png,raw matcher output; no geometric postprocessing
numeric,compound,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/numeric/compound/source_000007_105/pair_000238.pt,PlanetaryFeatureMatch-current,pfm,ok,0,0,149,149,13,136,0.087248,131.934616,79.392929,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/pfm/numeric/compound/02/02_source_000007_105_pair_000238.png,state=trained; score=learned; blend=4; margin=0.01; target_contrast=0
numeric,compound,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/numeric/compound/source_000007_105/pair_000238.pt,SIFT-r0.80-Ht2,classical,ok,1024,1024,115,115,85,30,0.739130,52.759888,0.514150,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/numeric/compound/02/SIFT-r0.80-Ht2.png,raw matcher output; no geometric postprocessing
numeric,compound,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/numeric/compound/source_000007_105/pair_000238.pt,RootSIFT-r0.80-Ht2,classical,ok,1024,1024,98,98,83,15,0.846939,39.653584,0.486946,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/numeric/compound/02/RootSIFT-r0.80-Ht2.png,raw matcher output; no geometric postprocessing
numeric,compound,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/numeric/compound/source_000007_105/pair_000238.pt,RootSIFT-r0.90-Ht2,classical,ok,1024,1024,256,256,159,97,0.621094,71.182953,1.074206,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/numeric/compound/02/RootSIFT-r0.90-Ht2.png,raw matcher output; no geometric postprocessing
numeric,compound,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/numeric/compound/source_000007_105/pair_000238.pt,ORB-cross-Ht3,classical,ok,1024,1024,256,256,123,133,0.480469,77.853912,6.881673,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/numeric/compound/02/ORB-cross-Ht3.png,raw matcher output; no geometric postprocessing
numeric,compound,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/numeric/compound/source_000007_105/pair_000238.pt,AKAZE-cross-Ht3,classical,ok,510,554,162,162,59,103,0.364198,95.305870,17.770885,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/numeric/compound/02/AKAZE-cross-Ht3.png,raw matcher output; no geometric postprocessing
numeric,compound,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/numeric/compound/source_000007_105/pair_000238.pt,LightGlue-SIFT-Ht3,learned,ok,448,454,285,285,276,9,0.968421,1.017796,0.507491,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/numeric/compound/02/LightGlue-SIFT-Ht3.png,raw matcher output; no geometric postprocessing
timestamp,compound,01,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/compound/source_000123_20260514T144405909_NAS_PAN_L2b/pair_003819.pt,PlanetaryFeatureMatch-current,pfm,ok,0,0,0,0,0,0,0.000000,nan,nan,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/pfm/timestamp/compound/01/01_source_000123_20260514T144405909_NAS_PAN_L2b_pair_003819.png,state=lowcontrast; score=learned; blend=1; margin=0.01; target_contrast=5.2
timestamp,compound,01,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/compound/source_000123_20260514T144405909_NAS_PAN_L2b/pair_003819.pt,SIFT-r0.80-Ht2,classical,ok,1024,1024,112,112,94,18,0.839286,35.441124,1.310159,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/compound/01/SIFT-r0.80-Ht2.png,raw matcher output; no geometric postprocessing
timestamp,compound,01,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/compound/source_000123_20260514T144405909_NAS_PAN_L2b/pair_003819.pt,RootSIFT-r0.80-Ht2,classical,ok,1024,1024,123,123,108,15,0.878049,35.974781,1.227621,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/compound/01/RootSIFT-r0.80-Ht2.png,raw matcher output; no geometric postprocessing
timestamp,compound,01,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/compound/source_000123_20260514T144405909_NAS_PAN_L2b/pair_003819.pt,RootSIFT-r0.90-Ht2,classical,ok,1024,1024,256,256,167,89,0.652344,82.933350,1.461808,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/compound/01/RootSIFT-r0.90-Ht2.png,raw matcher output; no geometric postprocessing
timestamp,compound,01,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/compound/source_000123_20260514T144405909_NAS_PAN_L2b/pair_003819.pt,ORB-cross-Ht3,classical,ok,1024,586,208,208,54,154,0.259615,181.506424,81.318260,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/compound/01/ORB-cross-Ht3.png,raw matcher output; no geometric postprocessing
timestamp,compound,01,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/compound/source_000123_20260514T144405909_NAS_PAN_L2b/pair_003819.pt,AKAZE-cross-Ht3,classical,ok,279,109,55,55,17,38,0.309091,170.066910,13.234182,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/compound/01/AKAZE-cross-Ht3.png,raw matcher output; no geometric postprocessing
timestamp,compound,01,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/compound/source_000123_20260514T144405909_NAS_PAN_L2b/pair_003819.pt,LightGlue-SIFT-Ht3,learned,ok,439,433,165,165,140,25,0.848485,5.145993,1.222112,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/compound/01/LightGlue-SIFT-Ht3.png,raw matcher output; no geometric postprocessing
timestamp,compound,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/compound/source_000088_20260514T070226673_NAS_PAN_L2b/pair_004708.pt,PlanetaryFeatureMatch-current,pfm,ok,0,0,27,27,4,23,0.148148,164.370956,46.254269,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/pfm/timestamp/compound/02/02_source_000088_20260514T070226673_NAS_PAN_L2b_pair_004708.png,state=lowcontrast; score=learned; blend=1; margin=0.01; target_contrast=5.2
timestamp,compound,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/compound/source_000088_20260514T070226673_NAS_PAN_L2b/pair_004708.pt,SIFT-r0.80-Ht2,classical,ok,1024,1024,97,97,82,15,0.845361,21.870024,0.647320,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/compound/02/SIFT-r0.80-Ht2.png,raw matcher output; no geometric postprocessing
timestamp,compound,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/compound/source_000088_20260514T070226673_NAS_PAN_L2b/pair_004708.pt,RootSIFT-r0.80-Ht2,classical,ok,1024,1024,110,110,96,14,0.872727,22.448044,0.647320,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/compound/02/RootSIFT-r0.80-Ht2.png,raw matcher output; no geometric postprocessing
timestamp,compound,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/compound/source_000088_20260514T070226673_NAS_PAN_L2b/pair_004708.pt,RootSIFT-r0.90-Ht2,classical,ok,1024,1024,256,256,159,97,0.621094,91.259872,0.995286,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/compound/02/RootSIFT-r0.90-Ht2.png,raw matcher output; no geometric postprocessing
timestamp,compound,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/compound/source_000088_20260514T070226673_NAS_PAN_L2b/pair_004708.pt,ORB-cross-Ht3,classical,ok,879,729,239,239,80,159,0.334728,116.578033,71.603554,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/compound/02/ORB-cross-Ht3.png,raw matcher output; no geometric postprocessing
timestamp,compound,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/compound/source_000088_20260514T070226673_NAS_PAN_L2b/pair_004708.pt,AKAZE-cross-Ht3,classical,ok,409,241,88,88,27,61,0.306818,185.074600,127.991135,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/compound/02/AKAZE-cross-Ht3.png,raw matcher output; no geometric postprocessing
timestamp,compound,02,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/runs/cross_view_1024_keypointonly_multistate_stylespecific_guard_calib_0step_seed1234/splits/test/timestamp/compound/source_000088_20260514T070226673_NAS_PAN_L2b/pair_004708.pt,LightGlue-SIFT-Ht3,learned,ok,450,446,177,177,175,2,0.988701,1.177114,0.655873,/home/xjw/code/deeplearning/PlanetaryFeatureMatch/对比文档/figures/other_models/timestamp/compound/02/LightGlue-SIFT-Ht3.png,raw matcher output; no geometric postprocessing
